Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-2.79475440251288
450	249.877	-5.58598895746394
450	252.107	1.75724929775377
450	254.337	-0.00245875763579484
450	256.568	-2.02003540675043
450	258.801	9.5514153926106
450	261.034	-2.55627434681394
450	263.268	-3.81001021510953
450	265.503	-1.69486258449729
450	267.739	2.70741139750254
450	269.976	-0.246377516689408
450	272.214	-1.49079396845649
450	274.453	5.44183548080969
450	276.693	-11.1494972358502
450	278.933	4.16663678393149
450	281.175	-5.57926856024415
450	283.417	6.68443121144409
450	285.66	-2.57467155977935
450	287.905	-6.86425507501135
450	290.15	2.25224706122539
450	292.396	3.95342551677437
450	294.643	-9.47203181697504
450	296.891	-3.81615001249782
450	299.139	5.01844264058334
450	301.389	-1.44646669962996
450	303.639	-0.00851506691623616
450	305.891	-7.31871028506177
450	308.143	-4.2394938822681
450	310.396	3.20458209077945
450	312.65	-2.58524650172198
450	314.905	-1.77043852303907
450	317.161	2.9331283806086
450	319.417	-2.92096606486255
450	321.675	6.67919248360447
450	323.933	-0.396768022103528
450	326.192	-2.38462611673631
450	328.453	1.59423701427786
450	330.713	-5.18259804001724
450	332.975	-9.37977807088191
450	335.238	9.764362051745
450	337.501	-10.1122677120732
450	339.766	-2.56415835614521
450	342.031	-0.402859125378968
450	344.297	0.978091360567342
450	346.564	-2.55599711476566
450	348.832	-3.55551856957278
450	351.1	3.36775078064423
450	353.369	5.3807106280183
450	355.64	2.80051680738544
450	357.911	4.01458770683608
450	360.182	3.01848285280695
450	362.455	-2.41529282860431
450	364.729	-3.8058670483612
450	367.003	4.17238190798202
450	369.278	0.192055584851691
450	371.554	-2.7509347618689
450	373.831	-3.13427021696214
450	376.108	-5.00709691253918
450	378.387	6.8367785736337
450	380.666	0.376498122695172
450	382.946	2.24234119386371
450	385.226	0.737501130394151
450	387.508	3.99972349567328
450	389.79	12.4915051876071
450	392.073	0.162326459240541
450	394.357	1.19148641062749
450	396.642	8.65292250023154
