Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-2.81554328799151
450	249.877	-3.21469266491446
450	252.107	-0.434830587035849
450	254.337	-0.455847736964432
450	256.568	-2.02276849659957
450	258.801	-2.74149641692062
450	261.034	5.37344020125301
450	263.268	1.21028928307142
450	265.503	-1.23551197370209
450	267.739	2.22327178528079
450	269.976	-3.25122194151983
450	272.214	2.49137201613523
450	274.453	8.46971975346053
450	276.693	-4.5057287285477
450	278.933	5.16474809811735
450	281.175	9.75342355911104
450	283.417	6.71580531606748
450	285.66	-9.41431394683823
450	287.905	4.58063563078349
450	290.15	-2.94775334563122
450	292.396	-0.234684422906829
450	294.643	2.59486663804792
450	296.891	11.9254756009029
450	299.139	3.58930796533376
450	301.389	3.93112801783307
450	303.639	-6.15446664371882
450	305.891	5.10638878582668
450	308.143	-2.62936732465659
450	310.396	-2.43551674845869
450	312.65	-0.398437468861461
450	314.905	2.57377242323444
450	317.161	0.596755619415041
450	319.417	1.77964069839674
450	321.675	-11.0760141687126
450	323.933	-2.40368205283724
450	326.192	1.19105082883676
450	328.453	0.798564851182736
450	330.713	0.39424794253415
450	332.975	1.2078841782754
450	335.238	0.976886498755149
450	337.501	9.95902551742616
450	339.766	1.19883873388968
450	342.031	0.588863399790637
450	344.297	7.50378864738146
450	346.564	-3.35705864725029
450	348.832	-1.98699672077139
450	351.1	7.17032195541712
450	353.369	-8.20238834680977
450	355.64	-1.00555841473399
450	357.911	-0.617752644024736
450	360.182	5.85508791133137
450	362.455	1.60389390342898
450	364.729	6.03739193568322
450	367.003	0.618453624843909
450	369.278	-9.5324440602123
450	371.554	2.17280341469527
450	373.831	-6.29368653666811
450	376.108	5.21060654327934
450	378.387	-4.40574682054578
450	380.666	-2.23175516926482
450	382.946	2.07616833735168
450	385.226	5.0237400595114
450	387.508	4.01149487798551
450	389.79	-0.900256064174266
450	392.073	2.7896506746142
450	394.357	5.81167372505566
450	396.642	-1.17926502535045
450	398.927	2.72803869208766
