Long Name	Wavelength	S1c/R1c
nm	nm	
		Z of S1c/R1c
450	247.649	3.41561095647161
450	249.877	3.21469266491446
450	252.107	-1.55306453106356
450	254.337	3.74934072727459
450	256.568	0
450	258.801	1.14526858316902
450	261.034	-5.60598140012118
450	263.268	-3.5987796378023
450	265.503	5.35508087776916
450	267.739	0.248259969935605
450	269.976	2.75292211936753
450	272.214	-1.24846897482562
450	274.453	-6.48364579667405
450	276.693	7.73496098940851
450	278.933	0.741599676993569
450	281.175	-6.59311377952592
450	283.417	-3.36540449349901
450	285.66	5.65867939445056
450	287.905	0.460320990124264
450	290.15	4.07451807614639
450	292.396	3.3134572337242
450	294.643	-1.73248568548395
450	296.891	-4.48454900607794
450	299.139	-5.89479650326748
450	301.389	0.832096538179809
450	303.639	2.87892969529634
450	305.891	-2.45676204955777
450	308.143	-0.203234784917172
450	310.396	5.44954368960718
450	312.65	0
450	314.905	-1.58658045452429
450	317.161	-1.77444516937709
450	319.417	-5.67814371297555
450	321.675	9.89402439477167
450	323.933	4.78602700507113
450	326.192	0.799977998834791
450	328.453	0.200759999920919
450	330.713	1.20421844960555
450	332.975	-1.80779650161941
450	335.238	4.81352131444489
450	337.501	-5.78707078385336
450	339.766	-2.58404368721454
450	342.031	0.793404577937949
450	344.297	-7.30717781228126
450	346.564	1.38595289317746
450	348.832	2.18472239831081
450	351.1	-3.79232042539337
450	353.369	3.2096572312836
450	355.64	0.60441288802384
450	357.911	3.03464688044152
450	360.182	-1.21569598056528
450	362.455	1.82163827869337
450	364.729	-2.42143392694068
450	367.003	-4.6046220588361
450	369.278	2.19205149171146
450	371.554	-1.58214435456058
450	373.831	4.33294611022298
450	376.108	0.775913364253371
450	378.387	6.49898607819784
450	380.666	-5.66782714265659
450	382.946	-2.26399333605168
450	385.226	-1.30676656079199
450	387.508	-1.46287564839613
450	389.79	4.07576373627128
450	392.073	-0.175084946842208
450	394.357	-0.514887674442948
450	396.642	2.34806190394489
450	398.927	-0.804897308780905
450	401.214	0.32101628486783
450	403.501	1.11681892912754
450	405.788	4.76796682929515
450	408.077	0.473548705932075
450	410.366	2.95852558162193
450	412.656	0.463747772027455
450	414.947	5.1983609695134
450	417.239	1.36377724539475
450	419.531	3.28978299192566
450	421.824	6.83439314448859
450	424.118	6.77962649528487
450	426.413	5.39536648301094
450	428.708	6.06062922336597
450	431.004	9.2137742242703
450	433.301	12.7421768500047
450	435.598	17.1961809335902
450	437.897	18.5245961386784
450	440.196	22.3547617100655
450	442.495	91.8575439323672
450	444.796	423.724758768625
450	447.097	1101.3569107421
450	449.399	1506.65365617622
450	451.702	1195.27740676445
450	454.005	514.473446397571
450	456.309	116.786814700701
450	458.614	19.0056463755285
450	460.919	6.66874431152789
450	463.225	13.4073261439902
450	465.532	6.46807370029382
450	467.84	5.61984680461616
450	470.148	3.9994894546989
450	472.457	1.86274588525542
450	474.766	5.17894560476992
450	477.077	3.18331985309915
450	479.388	1.05964227333872
450	481.699	1.98843967870805
450	484.012	6.77921108404778
450	486.324	5.5895249249983
