Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-0.601398799574774
450	249.877	6.26048039005119
450	252.107	7.58893041902837
450	254.337	0.666110561135795
450	256.568	5.45044575765875
450	258.801	7.14006987356979
450	261.034	-6.1071838833688
450	263.268	8.67704228825171
450	265.503	-6.11502651710216
450	267.739	0.754137038984933
450	269.976	-0.756257572109779
450	272.214	-9.29450364877311
450	274.453	0.00158315794635744
450	276.693	5.52067125995541
450	278.933	7.70572305013252
450	281.175	-3.18333967457143
450	283.417	-3.38479440493979
450	285.66	1.19220581838015
450	287.905	2.31554415220946
450	290.15	0.914309272182802
450	292.396	-1.33502255210217
450	294.643	-2.62037908947824
450	296.891	4.93505720797265
450	299.139	-4.2347328220546
450	301.389	-0.00594298384275183
450	303.639	3.72089562195239
450	305.891	5.97115012362942
450	308.143	-2.03917275607377
450	310.396	-0.604142592412584
450	312.65	-4.23066903556142
450	314.905	9.36870394684681
450	317.161	-1.38932735452174
450	319.417	-4.52668234659339
450	321.675	-1.19591816942419
450	323.933	-5.21138945753262
450	326.192	5.62925293286607
450	328.453	-3.43158224359949
450	330.713	1.21616232701198
450	332.975	-5.65921059687546
450	335.238	0.804374647494706
450	337.501	11.8361008164286
450	339.766	1.99755579517831
450	342.031	0.597807257540942
450	344.297	-6.54737339223913
450	346.564	1.99380923531004
450	348.832	3.79548832388696
450	351.1	3.40756457233821
450	353.369	2.2158962001978
450	355.64	1.00690047229342
450	357.911	7.11040090864318
450	360.182	-0.605515710009393
450	362.455	-7.73852102931802
450	364.729	-9.13457001828652
450	367.003	6.44084499411261
450	369.278	-1.80179672687547
450	371.554	-2.78533267410067
450	373.831	-2.97545566666208
450	376.108	0.38359463200407
450	378.387	3.84123174379744
450	380.666	2.08662149332611
450	382.946	1.89149957565591
450	385.226	8.81253487876212
450	387.508	8.27023938939337
450	389.79	7.83404094794588
450	392.073	7.56905199220249
450	394.357	6.54964141914239
450	396.642	7.75422529744183
450	398.927	6.14859516854854
