Wavelength	I	Idark	R	Rdark	XCorrect	Ic	Rc	Ic/Rc
nm	uA	uA	uA	uA				
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp 	Dark subtracted Abs Detecto	Corrected Ref Detector	Corrected Intensity
540	1.45576292142915		2.25253473221025		0.993080854415894	1.45290840302225	2.2369490252283	0.649504475352972
539	1.46227001826594		2.26211166088292		0.993303239345551	1.45941549985904	2.24696274925938	0.649505872022166
538	1.4811422212545		2.29103679504469		0.99354887008667	1.47828770284759	2.2762569277641	0.649437980755394
537	1.48907186294645		2.30240624080004		0.993815898895264	1.48621734453954	2.28816783651869	0.649522871888949
536	1.50466989602621		2.32649083543036		0.994108498096466	1.5018153776193	2.31278421891392	0.649353867661961
535	1.52232618410263		2.35293460973876		0.994416773319244	1.51947166569573	2.33979755108832	0.649403049844618
534	1.53396837155611		2.37040326201271		0.994738757610321	1.53111385314921	2.35793190450112	0.649346085960506
533	1.55652483508903		2.40512807876849		0.995085120201111	1.55367031668212	2.39330707193973	0.649172993678115
532	1.56820429213464		2.42180182137764		0.995432674884796	1.56534977372774	2.41074057364222	0.649323195885305
531	1.58499131141571		2.44739308104101		0.995780050754547	1.5821367930088	2.43706511497083	0.649197587413557
530	1.60186873139222		2.47329791492188		0.996109545230865	1.59901421298531	2.46367556973849	0.649036030809463
529	1.62676479299928		2.51026294162964		0.996413171291351	1.62391027459237	2.50125896690166	0.649237162597334
528	1.63525995440332		2.52290639861037		0.996694326400757	1.63240543599642	2.51456640196661	0.649179689476379
527	1.66360697272267		2.56610837597681		0.996931076049805	1.66075245431577	2.55823309293271	0.649179489900161
526	1.67800852448397		2.58700011173317		0.997141242027283	1.67515400607707	2.57960441292876	0.649384067449
525	1.70374849325319		2.62604404468263		0.997322916984558	1.70089397484629	2.61901381514654	0.649440627235148
524	1.722346097549		2.65326684730823		0.997480094432831	1.71949157914209	2.6465807737678	0.649703041821066
523	1.74324312657927		2.68533849024648		0.997587084770203	1.74038860817236	2.67885890445567	0.649675354412143
522	1.77395762688378		2.7312230847897		0.997663676738739	1.77110310847688	2.72484197310744	0.649983788401899
521	1.78572502033042		2.74863204468107		0.997728884220123	1.78287050192351	2.74238949140776	0.650115713872687
520	1.80512323192283		2.77764998890106		0.997798621654511	1.80226871351592	2.77153523869417	0.650278116025352
519	1.83212667419774		2.81751015719882		0.997877955436707	1.82927215579083	2.81153118341045	0.650631999596705
518	1.85401964896377		2.85074165120666		0.997595727443695	1.85116513055687	2.84388759963821	0.650927670556447
517	1.88499007730682		2.89644835268418		0.997375786304474	1.88213555889991	2.88884736161756	0.651517828150687
516	1.90391221773414		2.9242889653659		0.997244119644165	1.90105769932723	2.91622988323244	0.651888834367215
515	1.92921069022827		2.96241876257682		0.997211277484894	1.92635617182136	2.95415730705844	0.652083139654977
514	1.95523437023903		3.00024418967177		0.997249484062195	1.95237985183212	2.99199187859125	0.652535144163351
513	1.97191143163479		3.02564783947261		0.997347593307495	1.96905691322788	3.0176224992655	0.652519297462543
512	2.00391336174373		3.07219801018504		0.997505187988281	2.00105884333683	3.06453336204384	0.652973424313532
511	2.02039413865542		3.0962055052063		0.9980788230896	2.01753962024851	3.09025705498413	0.65287113154374
510	2.04661756842124		3.13499720427004		0.998650431632996	2.04376305001433	3.13076621946429	0.652799636494113
509	2.07652364892918		3.17666998242384		0.999201953411102	2.07366913052228	3.17413475998142	0.65330217124569
508	2.09594437639064		3.20523445984876		0.999698877334595	2.09308985798374	3.20426919926042	0.653219104832655
507	2.13717370972199		3.26646413489707		1.00018095970154	2.13431919131509	3.26705514138317	0.653285328514989
506	2.16313136342687		3.30405767722732		1.00064420700073	2.16027684501996	3.30618608238242	0.653404494239259
505	2.19783082617884		3.35552325319355		1.00108909606934	2.19497630777193	3.3591776484069	0.653426682811166
504	2.22665080897384		3.39702740341834		1.00150096416473	2.22379629056693	3.40212612780737	0.653648985083377
503	2.25068978592856		3.43107317964948		1.00190210342407	2.24783526752166	3.43759934364577	0.653896816589946
502	2.2819777008426		3.47795123121998		1.0023090839386	2.2791231824357	3.48598202046286	0.653796597072833
501	2.31094863578544		3.5182129498091		1.00277197360992	2.30809411737853	3.52796525113318	0.654228132387973
500	2.33444127485172		3.55241949264117		1.00322830677032	2.33158675644481	3.56388770037149	0.654225652565252
499	2.37501316189663		3.61207815939497		1.00371515750885	2.37215864348973	3.62549750647787	0.654298793269411
498	2.41902755381061		3.67628298091577		1.00423514842987	2.4161730354037	3.69185249274884	0.65446088112927
497	2.48661991193896		3.77775634476811		1.00479972362518	2.48376539353205	3.79588843883311	0.654330450843172
496	2.57783410835183		3.91228598290243		1.00538742542267	2.57497958994492	3.9333630395003	0.654650883756728
495	2.64777661295516		4.01677858502396		1.00602066516876	2.64492209454826	4.0409621715161	0.654527803598797
494	2.74264404421672		4.15632760790385		1.00665152072906	2.73978952580981	4.18397341466131	0.654829573297276
493	2.80127237650198		4.24135575697816		1.00732374191284	2.79841785809507	4.27241825935775	0.654996231224736
492	2.85386684650667		4.31807481184739		1.00800919532776	2.85101232809976	4.35265902384731	0.655004748242318
491	2.86784434889222		4.33368526100376		1.00868678092957	2.86498983048532	4.3713309428135	0.65540446787617
490	2.86467248611193		4.326508527634		1.00935685634613	2.86181796770502	4.36699095367553	0.655329493022269
489	2.8659606574935		4.32373102520369		1.01000785827637	2.86310613908659	4.3670022197374	0.655622780805171
488	2.87126778637854		4.3292772654159		1.01062798500061	2.86841326797164	4.3752886664076	0.655594061711771
487	2.9093658697224		4.38425449908295		1.01123321056366	2.9065113513155	4.43350366013158	0.655578877142336
486	2.97277285189092		4.47513715252839		1.01181256771088	2.96991833348401	4.52799992020063	0.655900703583144
485	3.09163918442376		4.65052130710103		1.0123975276947	3.08878466601686	4.70817618078941	0.656046959036899
484	3.19632528019686		4.80240305698242		1.01296555995941	3.19347076178996	4.8646688087036	0.65646211229763
483	3.28919931547029		4.93679469462901		1.01353585720062	3.28634479706338	5.00361834952852	0.656793657608409
482	3.35226943240577		5.02753392766487		1.01412987709045	3.34941491399887	5.09857227096051	0.656931928390196
481	3.38556337758524		5.06906863208875		1.01474034786224	3.38270885917833	5.14378837383688	0.657629866031032
480	3.38170059683895		5.06039573173278		1.0153546333313	3.37884607843205	5.13809615942193	0.657606625799738
479	3.37440836053997		5.04351175963228		1.01600956916809	3.37155384213306	5.12425611665514	0.657959665828304
478	3.38402588979841		5.05486470148144		1.01668751239777	3.38117137139151	5.13921772545111	0.657915572373364
477	3.4515163436303		5.1515625282435		1.01739680767059	3.44866182522339	5.24118317727989	0.657992996728881
476	3.56225831096123		5.31203457350072		1.01812326908112	3.55940379255432	5.40830591190722	0.658136549694378
475	3.72615508765008		5.55483329079226		1.01887035369873	3.72330056924318	5.65965486612112	0.657867070928826
474	3.93732348280239		5.86376590674533		1.01963877677917	3.93446896439548	5.97892300279676	0.65805646979482
473	4.16947770550756		6.20592737998749		1.020432472229	4.16662318710065	6.33272972508491	0.657950578657418
472	4.42149959170756		6.57647366756936		1.02120733261108	4.41864507330065	6.71594303822496	0.657933673372624
471	4.66121765715594		6.92565213297099		1.02202296257019	4.65836313874904	7.07817541677406	0.65813050178292
470	4.86956895026873		7.22893554240366		1.02287006378174	4.86671443186182	7.39426166535917	0.658174494238083
469	5.03114520694732		7.45536983104966		1.02371394634247	5.02829068854041	7.63216597713556	0.658828791669909
468	5.13140275049202		7.59563834855558		1.02454149723053	5.12854823208511	7.78204659192386	0.659023069510722
467	5.17661802130744		7.65255034783989		1.02532780170441	5.17376350290054	7.84637253138383	0.659382852675753
466	5.10857628573948		7.54174656410295		1.026087641716	5.10572176733257	7.73849285211122	0.659782449232298
465	5.01200742626207		7.39355177709745		1.02674150466919	5.00915290785516	7.59126638213758	0.65985734865553
464	4.90392020745568		7.22980014200958		1.02724051475525	4.90106568904878	7.42674352508063	0.659921225567779
463	4.77622101363001		7.03934269648155		1.02754735946655	4.7733664952231	7.23325790574673	0.659919300185705
462	4.65463007173305		6.86031469426722		1.02768349647522	4.65177555332614	7.05023209750931	0.659804597776222
461	4.52591394675909		6.66966465840793		1.02759909629822	4.52305942835218	6.85374128118434	0.659940205325432
460	4.40725507272151		6.50067845302848		1.02731204032898	4.4044005543146	6.67822515072189	0.659516631277175
459	4.29642588615264		6.3381730947911		1.02676105499268	4.29357136774574	6.50778919920309	0.659758826894932
458	4.16617112593093		6.15194287092586		1.0259884595871	4.16331660752402	6.31182229534922	0.659606118916197
457	4.02008302837013		5.94300949773728		1.02493917942047	4.01722850996323	6.09122318373548	0.659510969929628
456	3.87113763101607		5.73285702054967		1.02364909648895	3.86828311260917	5.8684338153411	0.659167886071545
455	3.76230517295485		5.58324251919437		1.02212631702423	3.75945065454795	5.70677901929222	0.658769271043933
454	3.6449911841658		5.42196261261225		1.02039349079132	3.6421366657589	5.53253526347763	0.658312417781053
453	3.56022464397717		5.30834339919906		1.01845896244049	3.55737012557026	5.40632981705803	0.658000944438511
452	3.47970792066609		5.20187558956589		1.01636755466461	3.47685340225918	5.28701747926069	0.657620939574682
451	3.36924015987702		5.05093668636042		1.01419043540955	3.36638564147012	5.12261158399	0.65716199369698
450	3.2742196890653		4.92145247056922		1.0119651556015	3.2713651706584	4.9803383221935	0.656856012387846
449	3.14084261440294		4.73127050111431		1.00974082946777	3.13798809599603	4.77735690746444	0.656846067140816
448	2.99189013697078		4.5193175600667		1.00756251811981	2.98903561856387	4.55349488843689	0.656426699007439
447	2.85199265217822		4.31644756576014		1.00547337532043	2.84913813377131	4.34007301096346	0.656472397255555
446	2.71954585094964		4.12678761778751		1.00348556041718	2.71669133254273	4.14117169316572	0.656019970634435
445	2.61642028983827		3.97786604855836		1.00168013572693	2.61356577143136	3.9845493113969	0.655925066344605
444	2.54641133015707		3.87744491858853		1.00001692771912	2.54355681175017	3.87751046301323	0.655976775823723
443	2.50047544166875		3.81297231142427		0.99857634305954	2.49762092326184	3.80754385518791	0.655966423041654
442	2.49637197488827		3.8080552338072		0.997353196144104	2.49351745648137	3.79797596690185	0.656538503195275
441	2.49507678446376		3.80753478703194		0.996346414089203	2.49222226605685	3.79362354004261	0.656950337784138
440	2.50638673314904		3.82411957700473		0.99558562040329	2.50353221474213	3.80723837010196	0.657571701946018
439	2.52005959686393		3.8419312346484		0.995049715042114	2.51720507845703	3.82291248883087	0.658452184247316
438	2.54344105429004		3.87538002601865		0.994712889194489	2.54058653588313	3.85489037102115	0.659055457188043
437	2.56527033887078		3.90378968166685		0.994586825370789	2.56241582046387	3.88265769502938	0.659964390820315
436	2.58697231632313		3.93136719620509		0.994661867618561	2.58411779791622	3.91038094628992	0.660835308224375
435	2.61475162529416		3.96872746216909		0.994912445545197	2.61189710688725	3.94853625368422	0.661484899486536
434	2.64939726724556		4.01311526716751		0.995339572429657	2.64654274883866	3.99441234268938	0.66256122848268
433	2.68926357568001		4.06720214439279		0.995916783809662	2.68640905727311	4.05059478725035	0.663213478111621
432	2.72669480111638		4.11551125064507		0.996668756008148	2.72384028270948	4.1018013869518	0.664059525498787
431	2.78448466904953		4.19527273714277		0.997550666332245	2.78163015064262	4.18499702273508	0.664667175515625
430	2.84003286218695		4.27104802980873		0.99854189157486	2.83717834378004	4.26482028695404	0.665251558772333
429	2.89113590153353		4.33965552465178		0.999665856361389	2.88828138312662	4.33820536452294	0.665777928990284
428	2.93430401659541		4.39799599072726		1.00089848041534	2.93144949818851	4.40194741203693	0.665943779830852
427	2.97545921662628		4.45494849294109		1.00217723846436	2.97260469821937	4.4646478860844	0.665809437623179
426	2.98999373805257		4.47217028242306		1.00344467163086	2.98713921964567	4.48757534833461	0.66564658814124
425	3.00781804218057		4.49800120273		1.00461685657501	3.00496352377366	4.51876773686086	0.664996233212283
424	2.99669332298674		4.48242633706958		1.00566327571869	2.99383880457984	4.5078114609126	0.664144636602378
423	2.98641671169968		4.47020305830983		1.00652325153351	2.98356219329277	4.49936322479352	0.663107654179152
422	3.14907779503409		4.72393157292098		1.00706160068512	3.14622327662719	4.75728999883179	0.661347800407328
421	3.09919597150294		4.65749822357706		1.00723385810852	3.09634145309604	4.69118981233029	0.660033291545278
420	3.04270446782242		4.58381869506287		1.00703954696655	3.03984994941552	4.61608660953398	0.658533993521064
419	2.97913198272488		4.49978224520335		1.00652956962585	2.97627746431798	4.52916379420249	0.657136195455711
418	2.90404596007569		4.39857081982652		1.00569581985474	2.90119144166879	4.42362419443905	0.655840395600486
417	2.81607293796628		4.28057274900896		1.00454604625702	2.81321841955937	4.30003233844262	0.654231921562307
416	2.74138718387018		4.17993925331732		1.00317752361298	2.73853266546327	4.1932210168314	0.653085695810196
415	2.66712673494816		4.0821171833957		1.00162625312805	2.66427221654125	4.08875564721265	0.651609547358869
414	2.6088636248294		4.0043044029449		1	2.6060091064225	4.00430431107269	0.650801963081669
413	2.55578086136964		3.93608324843234		0.998334050178528	2.55292634296273	3.92952583952816	0.649677962995473
412	2.52567977506413		3.89975884672202		0.996665716171265	2.52282525665723	3.88675585229754	0.649082513162213
411	2.47863218003728		3.83690210869193		0.995084166526794	2.47577766163037	3.81804044545203	0.648441968334692
410	2.44458982177487		3.79345856638506		0.993634045124054	2.44173530336796	3.76930948904032	0.647793796308735
409	2.41030145521266		3.74724102506583		0.992362856864929	2.40744693680575	3.71862271782522	0.647402847636481
408	2.37888526881476		3.70537524154171		0.991304457187653	2.37603075040785	3.67315490141973	0.646863749059283
407	2.35445304234988		3.67353283444238		0.990480422973633	2.35159852394298	3.63856226466839	0.646298827088314
406	2.33479758588545		3.64624487068423		0.989896655082703	2.33194306747855	3.60940551015878	0.646074003299219
405	2.32339364305993		3.6326422584339		0.989558458328247	2.32053912465302	3.59471178200096	0.645542470545807
404	2.31853587940746		3.62694404068323		0.989499270915985	2.31568136100056	3.58885839300164	0.645241775355692
403	2.3177581572426		3.62734325943163		0.989750623703003	2.3149036388357	3.59016516247676	0.644790290717072
402	2.33844908733571		3.66004598146893		0.990296423435211	2.3355945689288	3.62453035407637	0.644385435012855
401	2.35872001010627		3.69060467275307		0.991158545017242	2.35586549169936	3.65797426661984	0.644035556290643
400	2.39140199239755		3.74015477021133		0.992328882217407	2.38854747399065	3.71146351127646	0.643559465621466
399	2.42435150398464		3.78803189404346		0.993914306163788	2.42149698557774	3.7649790003814	0.643163477228542
398	2.4628110863505		3.84447674245073		0.995916664600372	2.45995656794359	3.82877836297816	0.642491242567028
397	2.49539823221638		3.89027824373256		0.99830549955368	2.49254371380948	3.88368607379571	0.641798452925263
396	2.51747685761644		3.91901172750446		1.00104904174805	2.51462233920953	3.92312284244911	0.64097466232786
395	2.52221765349593		3.92050424458834		1.00412702560425	2.51936313508903	3.93668417373595	0.639970854633769
394	2.53341347864651		3.93113271134275		1.00751101970673	2.5305589602396	3.96065943404513	0.638923644504085
393	2.53745158898194		3.92941308244337		1.01120567321777	2.53459707057503	3.97344470848117	0.63788406698224
392	2.54255914511387		3.93017238419815		1.01508748531342	2.53970462670697	3.9894687090656	0.63660221746715
391	2.54060238242638		3.9195701503538		1.01910698413849	2.53774786401947	3.99446122141868	0.635316685617531
390	2.55225465288763		3.93017403214736		1.02326428890228	2.54940013448073	4.02160664225793	0.633925781724232
389	2.56460329785782		3.93955409802785		1.02760517597198	2.56174877945091	4.0483060877467	0.632795229393534
388	2.58080272406262		3.95664256231504		1.03213286399841	2.57794820565572	4.08378072483591	0.631265089718866
387	2.59394057801403		3.96883948609443		1.03676927089691	2.59108605960713	4.1147707250547	0.629703629373586
386	2.61571346611062		3.99423525015311		1.0414787530899	2.61285894770372	4.15991105219424	0.62810452313049
385	2.63601071944749		4.01761435162219		1.04625606536865	2.63315620104058	4.203453287575	0.626426897337944
384	2.64901989908301		4.03016717139625		1.05112040042877	2.6461653806761	4.23619083442415	0.624656792884027
383	2.6706721695043		4.05601764736717		1.05601596832275	2.6678176510974	4.2832193064001	0.622853386729714
382	2.69454406882298		4.08604016921986		1.06085693836212	2.69168955041607	4.33470396647995	0.620962716538608
381	2.71144640029841		4.10509820137027		1.06563353538513	2.7085918818915	4.37453021152724	0.619173202817103
380	2.71758221570358		4.10923028143189		1.07036590576172	2.71472769729667	4.39837989383144	0.617210828265192
379	2.73226820197302		4.12507482482561		1.07505667209625	2.72941368356611	4.43468911455721	0.615469002011122
378	2.71973989391761		4.10215271798361		1.07964384555817	2.71688537551071	4.42886383632144	0.613449741495625
377	2.73330598273059		4.11781914858507		1.0841099023819	2.73045146432369	4.46416841559929	0.611637198718261
376	2.7288646009124		4.10633213691222		1.08844602108002	2.7260100825055	4.46952077565716	0.609911044010011
375	2.73368390020955		4.10977348211331		1.09261429309845	2.73082938180265	4.49039714757309	0.608148743208285
374	2.72974636360419		4.09936905100254		1.09648740291595	2.72689184519728	4.49490642359109	0.606662650613915
373	2.74027992069101		4.11211398503365		1.10001337528229	2.7374254022841	4.5233802831617	0.605172510583331
372	2.74204768191441		4.11043974187627		1.10309183597565	2.73919316350751	4.53419242019007	0.604119302769396
371	2.75224454466664		4.12265635559699		1.10570406913757	2.74939002625973	4.55843780645599	0.603143037811297
370	2.76346773798117		4.13634866511259		1.10777151584625	2.76061321957426	4.58212912904698	0.602473902813916
369	2.77426655385598		4.14905877248368		1.10872900485992	2.77141203544908	4.60018170205978	0.602457079947114
368	2.78135124621049		4.1572981645406		1.10863637924194	2.77849672780358	4.60893188271259	0.602850464817088
367	2.79737496440818		4.17809057168408		1.10751914978027	2.79452044600127	4.62731521590629	0.603918323176941
366	2.8108413828114		4.19532377474022		1.10545682907104	2.80798686440449	4.63774921538992	0.605463282724832
365	2.82346129242894		4.21179634547518		1.10249626636505	2.82060677402204	4.64348964428758	0.607432553982746
364	2.84970338216783		4.24755008068388		1.09869837760925	2.84684886376093	4.66677628152157	0.610024713426531
363	2.85388392414332		4.25255518320294		1.09411954879761	2.85102940573641	4.65280365776374	0.612755150537921
362	2.8864456793843		4.29737298087542		1.08933818340302	2.88359116097739	4.68129237631212	0.615981854833229
361	2.90080642151442		4.31618613997993		1.08431935310364	2.89795190310751	4.68012406355911	0.619204077445694
360	2.9244552007168		4.34908153779771		1.07917475700378	2.92160068230989	4.69341891259631	0.622488794782164
359	2.94528399702029		4.37716767049798		1.07381856441498	2.94242947861338	4.70028380548371	0.626011024096145
358	2.97336136507216		4.41629119329087		1.06827116012573	2.97050684666525	4.71779641836546	0.629638624316567
357	3.00063648703349		4.45355372976307		1.06258809566498	2.99778196862658	4.73229307902828	0.633473438471427
356	3.02416663830665		4.48615038490626		1.05680763721466	3.02131211989975	4.74099789137117	0.637273457851283
355	3.05079501954791		4.52264271874482		1.05095982551575	3.047940501141	4.75311570600811	0.641251063442089
354	3.06685704340951		4.54327870499049		1.04510068893433	3.0640025250026	4.74818360859049	0.6452999246826
353	3.08969036851358		4.57523062136672		1.03923320770264	3.08683585010668	4.75473149914561	0.649213494108208
352	3.10777683084366		4.598809722835		1.03346526622772	3.10492231243675	4.75271001959357	0.653295130491102
351	3.12777972383013		4.62642655622074		1.02782487869263	3.12492520542323	4.75515621949939	0.657165624256234
350	3.14832214318164		4.65365853853381		1.02230274677277	3.14546762477474	4.75744781256443	0.661167026670803
349	3.15411763876396		4.65927235687075		1.01701152324677	3.15126312035705	4.73853358344756	0.665029183577996
348	3.16448625444518		4.67340004236117		1.01192998886108	3.16163173603827	4.72915355984168	0.668540722146506
347	3.18900969184719		4.70630241039376		1.00707578659058	3.18615517344028	4.73960310935814	0.672240923960354
346	3.19369373723863		4.71192373605489		1.00238728523254	3.19083921883172	4.72317234991531	0.675571201395803
345	3.19803369083457		4.71591198066786		0.997863054275513	3.19517917242766	4.70583424104783	0.678982515906936
344	3.20360281923029		4.72213987370939		0.99351966381073	3.20074830082338	4.69153872851814	0.682238490618698
343	3.2151024529734		4.73768130431135		0.98936140537262	3.21224793456649	4.68727894254624	0.685311877944589
342	3.21778674251345		4.73944137510509		0.985283493995667	3.21493222410655	4.669693267131	0.688467537415313
341	3.21191849302518		4.73015167787659		0.981305778026581	3.20906397461828	4.64172508228769	0.691351581088615
340	3.22577519462997		4.74863306208009		0.977408707141876	3.22292067622306	4.64135521210216	0.694392161112646
339	3.21105395445442		4.72630582828258		0.973883450031281	3.20819943604751	4.60287093647796	0.696999650940109
338	3.2122960442932		4.72819617251331		0.970744788646698	3.2094415258863	4.58987170498209	0.699244277874391
337	3.20201268251789		4.7123494806821		0.967901766300201	3.19915816411098	4.56109129685276	0.701401913686416
336	3.18741096138483		4.69275374101431		0.965340495109558	3.18455644297792	4.53010513109001	0.70297627777386
335	3.19078554633228		4.69730767166017		0.963013529777527	3.18793102792538	4.52357075286233	0.704737739739824
334	3.15832343708699		4.65223738375433		0.960905849933624	3.15546891868009	4.47036202904888	0.705864289776872
333	3.15442779501272		4.64905919773187		0.958958506584167	3.15157327660581	4.4582547771767	0.706907396306683
332	3.11863519261667		4.59964175408168		0.956919252872467	3.11578067420977	4.40148566288255	0.707892950892683
331	3.10433142070117		4.58294201049606		0.954726934432983	3.10147690229427	4.37545808865216	0.708834786999334
330	3.06004544675704		4.5227071474555		0.952399551868439	3.05719092835013	4.30742417296974	0.709749215676235
