Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-2.61583037108271
450	249.877	-6.41381500647005
450	252.107	-3.7459375807224
450	254.337	-3.09089704913836
450	256.568	-0.89866029965933
450	258.801	3.41361737378166
450	261.034	12.8119687292195
450	263.268	-0.460082555439333
450	265.503	-8.01965268332375
450	267.739	5.43406312585218
450	269.976	1.231933700006
450	272.214	-8.19393846153046
450	274.453	-1.20941237802458
450	276.693	-7.23834829241124
450	278.933	-1.23360484253737
450	281.175	10.4812205150092
450	283.417	-0.462143162843965
450	285.66	-5.18940675676673
450	287.905	-1.3765038525583
450	290.15	-2.04712647651755
450	292.396	-2.43414828827819
450	294.643	4.31862730487468
450	296.891	-2.10343540516837
450	299.139	3.38069144721649
450	301.389	4.55033434094872
450	303.639	-2.6742878641789
450	305.891	-2.43296345758355
450	308.143	1.41673730372248
450	310.396	-3.03925529249162
450	312.65	-0.796566542805134
450	314.905	4.34964823072132
450	317.161	3.54029583596661
450	319.417	6.65239228117377
450	321.675	-12.8478552385098
450	323.933	-11.1364882632886
450	326.192	2.18540943425916
450	328.453	-3.59714956362797
450	330.713	-2.20287331022219
450	332.975	3.20705019434438
450	335.238	7.36158835915837
450	337.501	9.56023569458266
450	339.766	-1.17434324972458
450	342.031	-0.99079501115696
450	344.297	9.46906001434235
450	346.564	-4.14443298883264
450	348.832	-5.14945974777699
450	351.1	6.37449836225907
450	353.369	-3.80855309946809
450	355.64	-0.40391774741474
450	357.911	-4.84661604438225
450	360.182	3.23204226793747
450	362.455	-5.64869258278782
450	364.729	1.01577224395003
450	367.003	9.7846355536144
450	369.278	-5.56335907403045
450	371.554	-2.94448926317578
450	373.831	-2.17696634001693
450	376.108	-0.38983574542125
450	378.387	-7.25986941009592
450	380.666	10.3681397204974
450	382.946	5.45578259598774
450	385.226	0.377882808332105
450	387.508	9.46972190598203
450	389.79	0.156607908295812
450	392.073	1.22050649751082
450	394.357	6.15121972181909
450	396.642	-0.512091900148032
