Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	6.07164708902533
450	249.877	3.84468675625165
450	252.107	8.26309259506058
450	254.337	0.887680687718967
450	256.568	4.31563219888322
450	258.801	6.226892558487
450	261.034	-3.28957209883114
450	263.268	4.3537668926971
450	265.503	5.89145760465027
450	267.739	13.257885628783
450	269.976	5.0485786384583
450	272.214	-12.0670688506084
450	274.453	-0.00193826489728255
450	276.693	14.0795527484454
450	278.933	7.71706803398819
450	281.175	1.22379021984739
450	283.417	-0.964717506421325
450	285.66	9.02304818374184
450	287.905	10.669731257001
450	290.15	3.41741409005482
450	292.396	-0.441106157136957
450	294.643	-0.86152709280099
450	296.891	-1.07729056336497
450	299.139	-1.69224053092633
450	301.389	1.26560339149846
450	303.639	0.619149286761447
450	305.891	10.1056628312674
450	308.143	9.62680263967449
450	310.396	5.08194030656525
450	312.65	-5.6379277226816
450	314.905	1.99400985273395
450	317.161	7.35790260915193
450	319.417	3.55616114241452
450	321.675	1.20081410032885
450	323.933	-8.03868701240591
450	326.192	3.22174258550682
450	328.453	4.86105896509053
450	330.713	6.46709426257833
450	332.975	-6.46923050996433
450	335.238	7.07893523636179
450	337.501	7.03168151789081
450	339.766	6.41184226041524
450	342.031	6.59898775549757
450	344.297	4.18115163577768
450	346.564	10.1742641761681
450	348.832	3.79899411336314
450	351.1	5.43460336417733
450	353.369	3.64149182489593
450	355.64	-3.85291350053649
450	357.911	5.10293790994295
450	360.182	6.73457663669755
450	362.455	-6.1075061224224
450	364.729	-2.42628852564752
450	367.003	7.66386548207372
450	369.278	6.83070697728664
450	371.554	-2.78672903721196
450	373.831	3.78180340785433
450	376.108	8.6122159273086
450	378.387	10.7907962440743
450	380.666	7.81069228697094
450	382.946	3.42846094700627
450	385.226	13.5532208560706
450	387.508	9.39765005152544
450	389.79	8.21699595961867
450	392.073	8.99537491842119
450	394.357	11.4229422093603
450	396.642	11.4936781951668
450	398.927	16.5501077059337
450	401.214	13.7585501207468
