Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-4.41262969990967
450	249.877	-2.81588516753924
450	252.107	1.3328706210718
450	254.337	-0.684923708138414
450	256.568	3.58490787743575
450	258.801	6.5838523414781
450	261.034	3.75140708935101
450	263.268	4.78933019265192
450	265.503	1.65067812212167
450	267.739	-11.0893566361724
450	269.976	1.46952290147462
450	272.214	1.49628055213001
450	274.453	8.21608425155286
450	276.693	-2.28701295166694
450	278.933	5.39181217216989
450	281.175	8.28955449952396
450	283.417	1.93396061082934
450	285.66	1.3613502101823
450	287.905	7.0777212172986
450	290.15	-8.79228933635652
450	292.396	-1.12113720020869
450	294.643	5.17133774375811
450	296.891	10.4188743549864
450	299.139	9.86468426859676
450	301.389	4.53576016631019
450	303.639	-7.98112259777486
450	305.891	4.28544409183934
450	308.143	0.404937564998181
450	310.396	-3.64672220112584
450	312.65	0.993012068661543
450	314.905	2.96437352056556
450	317.161	0.796073381544117
450	319.417	7.62136484338395
450	321.675	-10.2868020833801
450	323.933	-2.21313772597788
450	326.192	-6.95307253364311
450	328.453	2.78793975413069
450	330.713	-1.20421844960555
450	332.975	14.3669805134594
450	335.238	-7.600242601883
450	337.501	9.15391916916516
450	339.766	4.35951169389964
450	342.031	5.50598591918797
450	344.297	4.56314165826378
450	346.564	-6.10197153388362
450	348.832	2.15178507135418
450	351.1	3.39613794942931
450	353.369	-0.820560354040644
450	355.64	4.79429796222731
450	357.911	-0.62522976181718
450	360.182	0.6124300113237
450	362.455	7.01701611669464
450	364.729	3.82328945629728
450	367.003	8.97584217664393
450	369.278	1.5656779659801
450	371.554	8.2555707981253
450	373.831	-4.52841356086574
450	376.108	6.73221501383423
450	378.387	-1.18722462630247
450	380.666	10.5429159545312
450	382.946	7.50682328281868
450	385.226	10.3851786955672
450	387.508	13.4406244567269
450	389.79	1.02450435148766
450	392.073	13.207470326688
450	394.357	10.2240092341767
450	396.642	11.3012010653848
450	398.927	13.1068779164595
450	401.214	17.0424891991226
