Long Name	Wavelength	S1c/R1c
nm	nm	
		Z of S1c/R1c
800	247.649	-14.3962095070087
800	249.877	89.2564989434536
800	252.107	-31.7943637596794
800	254.337	-75.8535493334011
800	256.568	-58.2338304644515
800	258.801	88.6257216518217
800	261.034	6.69466860575183
800	263.268	0
800	265.503	-31.3938472117067
800	267.739	71.1533531705344
800	269.976	17.9320492016661
800	272.214	-75.1425142014053
800	274.453	-28.5887125204378
800	276.693	10.7269527074156
800	278.933	0
800	281.175	48.9906858462784
800	283.417	-89.5656041857701
800	285.66	-70.954806335578
800	287.905	-6.59658945230227
800	290.15	64.877247594521
800	292.396	-12.6621886365218
800	294.643	37.2408505509697
800	296.891	-21.4218116680135
800	299.139	48.27135011211
800	301.389	74.5267889800713
800	303.639	-11.7874996357185
800	305.891	-2.93386770149138
800	308.143	-55.3363259083818
800	310.396	57.8475603119159
800	312.65	48.7504107456277
800	314.905	34.1045274365564
800	317.161	-73.4601989136818
800	319.417	42.0880029025408
800	321.675	-110.592648007834
800	323.933	-28.5773912275535
800	326.192	11.4640143343516
800	328.453	-46.0315762725496
800	330.713	40.2662086192939
800	332.975	14.3924826254541
800	335.238	11.4966239546335
800	337.501	22.8775472417333
800	339.766	14.242465664905
800	342.031	8.52736087836384
800	344.297	39.621842245232
800	346.564	8.51197543143059
800	348.832	14.230896421978
800	351.1	28.6029022248689
800	353.369	-5.74946382297152
800	355.64	49.0817524058985
800	357.911	31.8910094415296
800	360.182	-29.0357071646836
800	362.455	11.60214537531
800	364.729	-127.233868170636
800	367.003	63.1171690917388
800	369.278	-25.7015463189984
800	371.554	11.3363902420531
800	373.831	-11.2896187349516
800	376.108	-55.5957910278266
800	378.387	57.5234150932661
800	380.666	16.2444596483111
800	382.946	32.4439573277976
800	385.226	-13.3760737405912
800	387.508	0
800	389.79	68.5651777723196
800	392.073	17.5632759935431
800	394.357	19.6761400571597
800	396.642	-43.2626072709483
800	398.927	9.227608058207
800	401.214	-41.4026606604288
800	403.501	-61.7315480172366
800	405.788	-15.9429501434028
800	408.077	72.3855794131168
800	410.366	-37.934059985086
800	412.656	-26.5827865955812
800	414.947	102.977904817108
800	417.239	-45.6014762863815
800	419.531	0
800	421.824	36.1950953247745
800	424.118	-14.7844323343051
800	426.413	10.4483546929988
800	428.708	-14.4752189837423
800	431.004	-35.0723761873021
800	433.301	125.153250627256
800	435.598	28.7499751043456
800	437.897	14.2942743605106
800	440.196	-42.8497571121751
800	442.495	46.5072172041082
800	444.796	10.1000505296216
800	447.097	-48.0697410690531
800	449.399	35.733488240113
800	451.702	5.93857080432631
800	454.005	-19.7234255293533
800	456.309	-11.7997873590953
800	458.614	-13.7159079392688
800	460.919	-1.95032354437796
800	463.225	-44.6368452461964
800	465.532	-52.1382156379868
800	467.84	23.0099200652372
800	470.148	-28.6571658880239
800	472.457	26.693916033849
800	474.766	-47.574631007791
800	477.077	5.70228563784087
800	479.388	5.69441639107594
800	481.699	11.3980639532114
800	484.012	-22.8585618917219
800	486.324	-3.81429500952522
