Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-0.00205852351638924
450	249.877	5.46120094341197
450	252.107	10.4954999660491
450	254.337	5.77374850353614
450	256.568	0.905799700230458
450	258.801	2.99530213491719
450	261.034	-7.05360557744381
450	263.268	1.20799412297519
450	265.503	-3.92111134999553
450	267.739	1.99705365532211
450	269.976	-0.755068673912039
450	272.214	-8.29110627703262
450	274.453	2.51038756487896
450	276.693	6.02734443327317
450	278.933	-0.00350682251439682
450	281.175	3.68560558729084
450	283.417	6.53777077780727
450	285.66	4.98211713269406
450	287.905	4.40204190191913
450	290.15	6.38020684910417
450	292.396	2.44862626765554
450	294.643	-3.70253540874346
450	296.891	1.93507263533064
450	299.139	-6.35776124837416
450	301.389	3.98308921596174
450	303.639	1.03425524932293
450	305.891	6.8001824263993
450	308.143	3.682563782169
450	310.396	3.45315536761252
450	312.65	-4.2273418106929
450	314.905	0.197523205055703
450	317.161	-2.9767212625796
450	319.417	1.57858857155436
450	321.675	-0.197706733144143
450	323.933	1.80858639321384
450	326.192	1.81082197051409
450	328.453	-3.63756307001433
450	330.713	11.1128108184213
450	332.975	-2.22057008742911
450	335.238	-2.82676110026385
450	337.501	9.64174830213135
450	339.766	0.80034517479883
450	342.031	4.59402514871958
450	344.297	0.596623049811831
450	346.564	2.78897716984974
450	348.832	0.797816693813023
450	351.1	0.804603653979843
450	353.369	1.41453331266882
450	355.64	-5.27238861769615
450	357.911	-3.46175765737612
450	360.182	3.26200411999486
450	362.455	-0.198079030115601
450	364.729	-13.2019110145447
450	367.003	-0.203969732217791
450	369.278	0.401345948917815
450	371.554	-2.3879660997476
450	373.831	-3.56623946537061
450	376.108	-5.0756991561458
450	378.387	-0.57775711753923
450	380.666	0.571347560076958
450	382.946	-2.46790275392541
450	385.226	6.2046434148688
450	387.508	0.734830795351602
450	389.79	-0.357315229908011
450	392.073	6.87337274480872
450	394.357	2.4208537202116
450	396.642	7.42958523155527
450	398.927	5.18589585700423
