Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
450	3.2578343473339	0.00286324385738686	5.29941916013967	6.15439412518853E-8	1.0119651556015	3.25497110347651	5.36282747270799	0.606950553610276	0.00235845691241095	99.4584171039621
448	2.95679598590658		4.8332954071194		1.00756251811981	2.95393274204919	4.86984722920477	0.60657605937498	0.00246280459338982	99.4345231589035
446	2.68679467513649		4.41224274278621		1.00348556041718	2.68393143127911	4.42762181968298	0.606179014510159	0.00254072862630529	99.4166835493978
444	2.51798327118864		4.14945321909669		1.00001692771912	2.51512002733125	4.14952339833028	0.60612262804526	0.00252293442209713	99.4207569997504
442	2.47706164537559		4.08879129062814		0.997353196144104	2.4741984015182	4.07796900069311	0.606723199979617	0.0025597559511068	99.412327997647
440	2.48359115869585		4.10048484526892		0.99558562040329	2.48072791483846	4.08238368735908	0.607666526426688	0.0026570027731293	99.3900701724186
438	2.51585920381431		4.14942325978691		0.994712889194489	2.51299595995692	4.1274847380149	0.608844397851254	0.00271212350648172	99.3774563674184
436	2.55770803177209		4.20993217556075		0.994661867618561	2.5548447879147	4.18745893907532	0.610118170729781	0.00276421292393833	99.3655377186622
434	2.6204727222765		4.30136370839854		0.995339572429657	2.61760947841912	4.28131745312472	0.611402799974259	0.00284625420634799	99.3467686425223
432	2.70677103410615		4.42979671081503		0.996668756008148	2.70390779024876	4.41503991579808	0.612431108623396	0.00294980564876942	99.3230836194249
430	2.81856497734434		4.59801547153609		0.99854189157486	2.81570173348695	4.59131100498391	0.613267480776293	0.00304333043018318	99.3016968186755
428	2.91500929336522		4.74310918189382		1.00089848041534	2.91214604950783	4.74737071100236	0.613422929614225	0.00318362708318166	99.2696230847432
426	2.97367723095631		4.83124675315623		1.00344467163086	2.97081398709893	4.84788875003257	0.612805726426575	0.00334361865007226	99.2330594669934
424	2.98575788520492		4.85258568047982		1.00566327571869	2.98289464134753	4.88006714924445	0.611240491190649	0.00349730210525354	99.197950152777
422	3.11982467015098		5.08640385988407		1.00706160068512	3.1169614262936	5.12232195088728	0.608505567627135	0.00366096274033057	99.1605751880943
420	3.02174222913665		4.94693281389189		1.00703954696655	3.01887898527926	4.98175691779848	0.605986810495234	0.00377843739948597	99.1337563360976
418	2.87300718415805		4.73010826397702		1.00569581985474	2.87014394030066	4.75705004664755	0.603345332118872	0.00393704486938493	99.0975585851762
416	2.71633726941949		4.50216934073418		1.00317752361298	2.7134740255621	4.51647502838448	0.600794648151238	0.00403968506149851	99.0741408558992
414	2.58798754825266		4.31726553613447		1	2.58512430439528	4.31726547459053	0.598787431444776	0.00415187161114175	99.0485514205563
412	2.49892501280125		4.19336634229361		0.996665716171265	2.49606176894386	4.1793844073718	0.597231918782389	0.00430245096038331	99.0142150849207
410	2.42074990731935		4.08339101558462		0.993634045124054	2.41788666346196	4.05739627148641	0.595920758456305	0.00445512821510541	98.9794125206889
408	2.35847592644839		3.99449378449452		0.991304457187653	2.355612682591	3.95975943176901	0.594887826692704	0.00457431110292781	98.9522534519267
406	2.314683514514		3.93142257706425		0.989896655082703	2.31182027065661	3.89170199783038	0.594038359552056	0.00464620186939539	98.9358747851762
404	2.30363470108159		3.92014670634107		0.989499270915985	2.3007714572242	3.87898224691051	0.593137918859179	0.00475757658330087	98.9105059572843
402	2.32796469284635		3.96497200401352		0.990296423435211	2.32510144898896	3.92649753364859	0.592156604980324	0.00493466584546073	98.8701821250735
400	2.38402225609892		4.05935528000358		0.992328882217407	2.38115901224153	4.02821542645745	0.591120076796787	0.00512316119052676	98.8272791500766
398	2.44753070473838		4.16151744268129		0.995916664600372	2.44466746088099	4.14452450989879	0.589854748124217	0.00527892311291489	98.7918405998008
396	2.48517751285618		4.21638001733186		1.00104904174805	2.48231426899879	4.22080311438717	0.588114205217839	0.0054218015911977	98.7593444323131
394	2.49922278786516		4.22859659605909		1.00751101970673	2.49635954400777	4.26035760641769	0.585950705228905	0.00560309168869485	98.718127342201
392	2.50854809218988		4.23080360451381		1.01508748531342	2.50568484833249	4.29463572928838	0.583445257357761	0.00582647199414263	98.6673645161377
390	2.52468585742487		4.24416565686928		1.02326428890228	2.52182261356749	4.34290308988411	0.580676695144671	0.0060389059671815	98.6191134431325
388	2.55394192013349		4.27796223388267		1.03213286399841	2.55107867627611	4.41542534901284	0.577765101803035	0.00626548740845456	98.5676749980529
386	2.5898287591828		4.32423865947901		1.0414787530899	2.58696551532542	4.50360262304065	0.574421353715884	0.00647950208851667	98.5191140940856
384	2.62762647224792		4.37443120322376		1.05112040042877	2.62476322839053	4.59805381329058	0.57084221607057	0.00673020304654637	98.462259333412
382	2.66212023838613		4.42090803572034		1.06085693836212	2.65925699452874	4.68995089826546	0.567011692065315	0.00697500175007074	98.4067747658619
380	2.6857383030704		4.45051804699525		1.07036590576172	2.68287505921302	4.76368271460641	0.563193482846114	0.00728135048866582	98.3373836904725
378	2.69472990134177		4.45818384774587		1.07964384555817	2.69186665748438	4.81325068714012	0.559261678324052	0.007557339107825	98.2749113862379
376	2.70026587299933		4.46071007983213		1.08844602108002	2.69740262914195	4.85524207059755	0.5555650140447	0.00784480337598355	98.2098836710506
