Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-4.98868559894065
450	249.877	-2.39575429332854
450	252.107	-3.30715815812129
450	254.337	-0.658930561392334
450	256.568	-3.14044968280497
450	258.801	-1.81535878705622
450	261.034	-2.55601071475885
450	263.268	-3.57254028542926
450	265.503	5.31211583990703
450	267.739	3.9403850708248
450	269.976	1.74067987630019
450	272.214	-0.747056533463887
450	274.453	-0.745040010235132
450	276.693	-5.20672438096413
450	278.933	-2.70258998499139
450	281.175	-6.06445417695239
450	283.417	3.5832139307281
450	285.66	4.91411740263487
450	287.905	-1.60957002844471
450	290.15	6.52111056687385
450	292.396	-0.432016428788618
450	294.643	-6.67749223058532
450	296.891	3.17839415505309
450	299.139	5.64583906378211
450	301.389	-2.06604783704582
450	303.639	-7.35580190412993
450	305.891	-9.14856053327763
450	308.143	-5.85370942208131
450	310.396	-1.40269454362684
450	312.65	-4.57165267138255
450	314.905	2.16627343477288
450	317.161	-5.87279888690272
450	319.417	-3.50383828932854
450	321.675	2.16255642550213
450	323.933	3.16628180191056
450	326.192	-5.75953779395173
450	328.453	-1.99249227575036
450	330.713	-4.98390567318375
450	332.975	-10.7759874778262
450	335.238	5.78324494392437
450	337.501	-5.95306531865683
450	339.766	1.3814120262451
450	342.031	-8.6710787560741
450	344.297	3.33089427410343
450	346.564	1.57085859655962
450	348.832	-0.79527251731848
450	351.1	5.54769168039073
450	353.369	12.5494856206358
450	355.64	2.20094637889778
450	357.911	-1.20574706899186
450	360.182	1.40983004041293
450	362.455	-3.62063581895978
450	364.729	-1.40292228265577
450	367.003	3.57700521782372
450	369.278	-5.34579407357502
450	371.554	-1.96585331276544
450	373.831	0.775904896123095
450	376.108	-1.73454729048295
450	378.387	3.23220782252871
450	380.666	6.0023627961633
450	382.946	-3.37488600053242
450	385.226	-2.41207667494269
450	387.508	2.72905679386456
450	389.79	6.68862214194143
450	392.073	-2.79075388640789
450	394.357	6.64338605193656
450	396.642	-2.49932210210685
