Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	2.99568506014366
450	249.877	3.79462887706957
450	252.107	-12.1277324326005
450	254.337	2.41121493823864
450	256.568	2.46883496622696
450	258.801	1.13825273256612
450	261.034	-1.85723049920122
450	263.268	-2.14680611483436
450	265.503	6.29090216701543
450	267.739	-4.19519207530075
450	269.976	4.47748288280156
450	272.214	5.21120690219139
450	274.453	-11.8963146427347
450	276.693	-2.23285896476386
450	278.933	-1.47405830312599
450	281.175	-2.66939292842287
450	283.417	-5.01570110845369
450	285.66	0.703281892860613
450	287.905	-1.83019231422342
450	290.15	4.27575999646232
450	292.396	1.31664050564651
450	294.643	-3.22778760602683
450	296.891	2.54720231286449
450	299.139	6.48471362405394
450	301.389	9.92539529661285
450	303.639	-11.2409486922763
450	305.891	-3.6617473545495
450	308.143	-1.81916031698715
450	310.396	-6.01795565889583
450	312.65	6.16501910354488
450	314.905	4.33517558768364
450	317.161	4.70334973591384
450	319.417	0.00109018573414676
450	321.675	0.788480052881002
450	323.933	-1.38839470117082
450	326.192	3.18071039374219
450	328.453	-10.1753225304333
450	330.713	5.78515099668484
450	332.975	-4.98970159687278
450	335.238	2.19278645643188
450	337.501	-6.74258176353132
450	339.766	-2.36990647157932
450	342.031	4.73160404104767
450	344.297	5.10261451236666
450	346.564	4.91950937177287
450	348.832	4.34222074068058
450	351.1	-0.593948695328483
450	353.369	2.99248193243116
450	355.64	8.2111581058189
450	357.911	-1.00610323004248
450	360.182	2.81808872532975
450	362.455	-0.603057247400173
450	364.729	-4.81144801713504
450	367.003	-5.96945911976874
450	369.278	11.4883358614858
450	371.554	-7.0763580298468
450	373.831	-6.65619771550389
450	376.108	7.20035806848651E-4
450	378.387	2.65842516800735
450	380.666	4.6930631059505
450	382.946	-4.87326628150717
450	385.226	3.89541103327866
450	387.508	3.99621406106908
450	389.79	4.4029731761537
450	392.073	-3.13100113359355
450	394.357	-6.13980817934276
450	396.642	5.5015092484543
