Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	0.199642729671342
450	249.877	0.798736489797813
450	252.107	-11.244582312067
450	254.337	0.438207647867093
450	256.568	-6.5065955702032
450	258.801	-0.683034543421443
450	261.034	4.87524699771621
450	263.268	3.57642648560664
450	265.503	0.241917569718996
450	267.739	0.246734997852682
450	269.976	4.47690415267159
450	272.214	10.9184748224864
450	274.453	-11.3995241193094
450	276.693	-1.73623516278954
450	278.933	8.59900290024498
450	281.175	11.8921342814451
450	283.417	-1.67112791343309
450	285.66	-6.79547303639512
450	287.905	-2.05867289694308
450	290.15	7.42439102255419
450	292.396	0.219085169024752
450	294.643	-7.53239672201281
450	296.891	2.33457611458904
450	299.139	12.1341695805899
450	301.389	2.48091294475472
450	303.639	-5.31289426910404
450	305.891	-10.9867604750226
450	308.143	4.24116980460256
450	310.396	-2.40664284023014
450	312.65	4.17577280031451
450	314.905	13.00786448661
450	317.161	-4.1150610950086
450	319.417	-5.44806449924196
450	321.675	-5.30901679151944
450	323.933	1.98147647789362
450	326.192	4.37281091025603
450	328.453	-5.78503648610373
450	330.713	1.59551373196384
450	332.975	-6.58679420195878
450	335.238	5.18249241602887
450	337.501	-4.16395030897074
450	339.766	-6.71614022359539
450	342.031	-0.591602552823991
450	344.297	3.53219339592858
450	346.564	3.73835640365035
450	348.832	6.3159024011703
450	351.1	0.992547876871219
450	353.369	-5.98035499991463
450	355.64	-4.40501025162094
450	357.911	3.01567269587264
450	360.182	4.02655139190904
450	362.455	-2.01131767111304
450	364.729	-8.8226811983671
450	367.003	-1.59139836535646
450	369.278	3.76264356062528
450	371.554	-3.14444417914082
450	373.831	-3.71902235354539
450	376.108	-0.963534377694042
450	378.387	3.22862683532298
450	380.666	5.81972786061483
450	382.946	-11.0614091003704
450	385.226	5.5652190413296
450	387.508	5.26888104011322
450	389.79	3.52197039568138
450	392.073	-3.13123249217517
450	394.357	-3.06928866204825
450	396.642	-0.666822992022858
450	398.927	3.03945701766995
