Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	-1.79753611993017
450	249.877	-2.39661461952182
450	252.107	-3.52666099156778
450	254.337	-0.877257032346876
450	256.568	4.26412239952771
450	258.801	2.95973639813244
450	261.034	-6.2687867652445
450	263.268	5.961681891222
450	265.503	-1.20979236521942
450	267.739	3.45487401988922
450	269.976	1.49224800274985
450	272.214	3.97020418502215
450	274.453	-4.95566313214562
450	276.693	7.19204611419192
450	278.933	3.93184494829026
450	281.175	2.9134049692144
450	283.417	-2.86514993184426
450	285.66	0.937654897262717
450	287.905	7.09243281069818
450	290.15	2.47569932203869
450	292.396	-1.53786792193328
450	294.643	5.81341996283889
450	296.891	6.15586835098678
450	299.139	11.0886655229079
450	301.389	-0.41364036003779
450	303.639	-1.22491697481447
450	305.891	-2.64421240583697
450	308.143	3.63538140422417
450	310.396	2.8097129327839
450	312.65	7.15960299479814
450	314.905	7.29223876353546
450	317.161	0.195761369595533
450	319.417	1.3634963070147
450	321.675	-5.89924449254835
450	323.933	3.76548011903707
450	326.192	-1.39167209653104
450	328.453	-3.58983682060663
450	330.713	3.3911167721909
450	332.975	-3.19270538229024
450	335.238	5.98072798973873
450	337.501	-5.3540546932601
450	339.766	1.97696533435236
450	342.031	1.1826254782774
450	344.297	7.85097695541934
450	346.564	8.8557246744887
450	348.832	3.74995120916814
450	351.1	-2.18116714183722
450	353.369	1.59666611899164
450	355.64	10.8146578068283
450	357.911	9.04894282342697
450	360.182	5.63776092053756
450	362.455	-3.01739455057014
450	364.729	3.41236050723561
450	367.003	4.77679010087097
450	369.278	7.72471453562959
450	371.554	-3.93098941475249
450	373.831	4.11143044431527
450	376.108	-0.384913202420133
450	378.387	13.2986792069295
450	380.666	9.01243452898585
450	382.946	3.19091373044626
450	385.226	13.3592562848574
450	387.508	16.5381242760246
450	389.79	14.9718829138558
450	392.073	11.1401913812542
450	394.357	13.3090230621677
450	396.642	13.8373568992176
450	398.927	18.5613877782855
450	401.214	17.550288659316
