Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
450	2.93219270312729	0.00284162004384412	4.94867096004379	6.66317937095826E-8	1.0119651556015	2.92935108308344	5.0078825106723	0.584948044775552	0.0187677481615972	95.7706096075451
448	2.67706160876914		4.54349710261331		1.00756251811981	2.67421998872529	4.57785731464344	0.584164119788338	0.0191364730993251	95.689332900058
446	2.43418367191411		4.15290506478602		1.00348556041718	2.43134205187026	4.16738019943208	0.58342218264645	0.0194863294935086	95.6122790905555
444	2.27917683334078		3.90614845607149		1.00001692771912	2.27633521329693	3.90621451162246	0.582747108875864	0.0199987450561673	95.4995345586288
442	2.23940035889034		3.84775991138292		0.997353196144104	2.2365587388465	3.83757557915748	0.582805131185852	0.020498431883139	95.3897187093371
440	2.25068383052494		3.87109568440166		0.99558562040329	2.2478422104811	3.85400713225786	0.58324806710054	0.0210512283198466	95.268378113595
438	2.28026200749009		3.9210985129779		0.994712889194489	2.27742038744624	3.90036716438095	0.583898974497624	0.0216160267843058	95.1445624473065
436	2.31494750214316		3.97632019895516		0.994661867618561	2.31210588209931	3.95509400906604	0.584589361668623	0.022191567203097	95.0185574550605
434	2.36531446971534		4.05554392585214		0.995339572429657	2.36247284967149	4.0366432908061	0.585256778832127	0.0227771244440156	94.890530701931
432	2.43538273278171		4.16732622846537		0.996668756008148	2.43254111273787	4.15344378159488	0.585668481542272	0.0233644133818049	94.7622985963721
430	2.52687740364008		4.31496888412542		0.99854189157486	2.52403578359623	4.30867712510662	0.585802953042988	0.0239762555162782	94.6288897061328
428	2.60308002052308		4.43902456234066		1.00089848041534	2.60023840047924	4.44301287228149	0.585242148790808	0.0246139041183662	94.4900537166563
426	2.64676822510112		4.51367549628716		1.00344467163086	2.64392660505728	4.52922355935881	0.583748311472523	0.0253564437022673	94.3286363797292
424	2.6453559741302		4.51977258285134		1.00566327571869	2.64251435408636	4.54536923416465	0.5813640692211	0.0260844630141157	94.1706432559079
422	2.76134392288549		4.73991119037015		1.00706160068512	2.75850230284164	4.77338248337715	0.577892576689143	0.0267560480511725	94.0251320339119
420	2.67026865794992		4.61026096139601		1.00703954696655	2.66742703790608	4.64271504286097	0.574540331095215	0.0274403357996554	93.8770997955227
418	2.54080374961307		4.41806585148691		1.00569581985474	2.53796212956923	4.44323029167202	0.571197521390271	0.028105357590535	93.7334586828593
416	2.39559056822717		4.2009816205835		1.00317752361298	2.39274894818333	4.21433027203706	0.567764933863799	0.0288860208246824	93.5651200544055
414	2.28135318912635		4.03333759130545		1	2.27851156908251	4.03333752467366	0.564919636688938	0.0297324793340981	93.3829352365924
412	2.19797115007151		3.91546999900299		0.996665716171265	2.19512953002766	3.90241464429379	0.562505456266016	0.0305180109668619	93.2141811956295
410	2.12823739709494		3.81722547953879		0.993634045124054	2.1253957770511	3.79292512817711	0.560357957308946	0.0314107565332993	93.0227648223549
408	2.06959707669124		3.73351648084983		0.991304457187653	2.06675545664739	3.7010514623976	0.55842386350081	0.0322906430050478	92.8344902353206
406	2.02801837243029		3.67523160478064		0.989896655082703	2.02517675238645	3.638099406268	0.556657893651096	0.0331620859995728	92.6483979453989
404	2.007277369909		3.65173627447088		0.989499270915985	2.00443574986516	3.61339031523428	0.554724393159059	0.034175070312907	92.4325490010007
402	2.02111907232765		3.68758499991357		0.990296423435211	2.01827745228381	3.65180217054252	0.552679843548033	0.0352744278874148	92.1988644356588
400	2.06642427234193		3.77616839636951		0.992328882217407	2.06358265229809	3.7472008977134	0.550699764604914	0.0362763661294333	91.9864023986129
398	2.12170069139189		3.87900827388827		0.995916664600372	2.11885907134805	3.86316891572834	0.548476941487445	0.0372809160420124	91.773878064246
396	2.15663300245023		3.9414190613993		1.00104904174805	2.15379138240638	3.94555370783957	0.545878105302923	0.0382217483578883	91.5752792424698
394	2.16827853788547		3.95959588261574		1.00751101970673	2.16543691784162	3.98933641818847	0.542806294292155	0.0392655303960373	91.3554517667608
392	2.16867748645158		3.95647449428185		1.01508748531342	2.16583586640774	4.01616767747013	0.539279243383593	0.0404769072128697	91.1009892204894
390	2.17282510525011		3.95967048222481		1.02326428890228	2.16998348520627	4.0517893320992	0.535561774649823	0.0416727362032305	90.8504878640001
388	2.187311265674		3.98156072953318		1.03213286399841	2.18446964563015	4.10949961018382	0.531565848118535	0.0430031908666548	90.5725946286047
386	2.210669130164		4.020807544155		1.0414787530899	2.20782751012015	4.18758555810543	0.527231618192663	0.0443181750450312	90.2987679875105
384	2.23605182700268		4.0652330583004		1.05112040042877	2.23321020695883	4.27304933003896	0.522626825592596	0.0457197195916091	90.0078277187156
382	2.2618590306756		4.11219207015703		1.06085693836212	2.25901741063175	4.36244741881698	0.517832581978572	0.0471181074875578	89.718476964351
380	2.2749541575764		4.13833808242235		1.07036590576172	2.27211253753255	4.42953591861981	0.512945956252798	0.0486000515701272	89.4128521330009
378	2.2755248541887		4.14395691378011		1.07964384555817	2.27268323414486	4.4739975062823	0.507975972484026	0.0501151611813243	89.1014637862253
376	2.26987175525296		4.14051504693188		1.08844602108002	2.26703013520911	4.50672705552983	0.50303249060256	0.0517854440511443	88.7594404957769
