Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	247.649	4.24275630104891
450	249.877	2.22349317133007
450	252.107	6.0287611843186
450	254.337	3.54619352190968
450	256.568	5.67710888348518
450	258.801	7.82995596424836
450	261.034	6.79800572817428
450	263.268	2.16899240903474
450	265.503	6.11105918888385
450	267.739	8.2358485372263
450	269.976	1.75760787342184
450	272.214	-4.0271946151691
450	274.453	-0.499281115811363
450	276.693	6.02173155210315
450	278.933	7.45701074931465
450	281.175	7.61023194494836
450	283.417	2.89351002186247
450	285.66	2.37687520277089
450	287.905	2.77790969147749
450	290.15	7.28124639047014
450	292.396	1.54946366745012
450	294.643	-8.05921011854678
450	296.891	6.65059395140181
450	299.139	-1.06242699354512
450	301.389	0.82943601383892
450	303.639	5.37312637863315
450	305.891	2.06352934679072
450	308.143	-1.83456834791419
450	310.396	0.409978212964129
450	312.65	-8.65310927073835
450	314.905	-0.991327108719734
450	317.161	-0.201085204423343
450	319.417	-1.96947930721767
450	321.675	-3.97881993413232
450	323.933	0.397901629214394
450	326.192	3.41898339780163
450	328.453	-0.809748748493221
450	330.713	8.87757633818501
450	332.975	-7.0716069885181
450	335.238	-5.64278261904223
450	337.501	4.21804834639924
450	339.766	10.5830735870808
450	342.031	3.18791123665787
450	344.297	-0.595142182622652
450	346.564	9.75044587493177
450	348.832	5.39140984108051
450	351.1	2.80555984582566
450	353.369	-1.21007207835894
450	355.64	-2.8388130699989
450	357.911	-9.35162491483036
450	360.182	10.996087577837
450	362.455	-6.51857586636447
450	364.729	-10.3505642285466
450	367.003	4.42939633984465
450	369.278	3.40297309139975
450	371.554	6.35301784587352
450	373.831	0.585428046834073
450	376.108	-0.591195134844329
450	378.387	2.3047443610188
450	380.666	-1.70929922665769
450	382.946	5.3022450856522
450	385.226	2.24802391011187
450	387.508	6.06529403889703
450	389.79	7.65513343343063
450	392.073	10.2066539492711
450	394.357	6.54863961806335
450	396.642	12.1338634108671
450	398.927	11.322618085149
450	401.214	8.86413508653157
